,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
120,Noorderlicht,2023,"Akerk
Regenerate Society","At the Akerk, Noorderlicht brings together the work of artists who seek positive change in the world and present alternative perspectives on the reality around us. Whereas the exhibition sometimes takes a foray into REGENERATE OURSELVES and LIFE, here REGENERATE SOCIETY is the focus of the works on display.
REGENERATE SOCIETY refers to the desire to make positive changes and improvements in the way a society functions and to promote quality of life for its citizens.
These processes can take place at various levels, including social, economic, environmental, and cultural. Regenerate is about healing and transforming relationships and systems as well as revising and reconstructing a history whereby the past is transformed into a source of strength and inspiration for the future. Regeneration, in the context of our society, is also about social reform and the pursuit of a better and more just society.
Regenerate showcases stories with renewed insights into both the macro and micro worlds around us. Some of the works on display show that regeneration not only means embracing innovation and advanced technologies but sometimes actually requires reaching back and returning to ancestral traditions and knowledge.",2023.10-2023.12
121,Noorderlicht,2023,International Photo Festival,"In CAMPIS, Noorderlicht shows artists exploring alternative ways of dealing with agricultural life. How do we as humans relate to nature and in what way can we work together to improve our own well-being and that of the planet?
With REGENERATE as its theme, Noorderlicht
International Photo Festival here refers to the desire for a healthy relationship with nature and an active attitude that contributes to strengthening the health and resilience of nature. This can be done in various ways. Sometimes by actively intervening, sometimes by taking a step back and trusting the restorative power of nature itself. The ultimate goal is to keep our world livable.
Our instinctive relationship with nature encourages us to do so. People still feel a deep emotional connection with nature, of which we are a part like all other living beings on this earth. It is invaluable that we realise this. Especially in the Western world, where everything has to be more and more individualistic, material, faster and more efficient, we sometimes forget this. In the global ecosystem, all life is interconnected. With this idea in mind, the festival wants to use the exhibited works to ask questions about where we want to go and in what way, about the time we live in and the time yet to come.
Noorderlicht International Photo Festival 2023 started in Friesland and is now moving across Groningen and
Drenthe. The festival has been a biennial for two years and offers exhibitions throughout the northern Netherlands, on various dates from now until early December.
The festival theme REGENERATE is motivated by the widely shared feeling that a new, fresh start is needed in our dealings with nature and society. It is about our
relationship with our immediate environment, ourselves and the world we live in. We therefore look at the festival from three perspectives: REGENERATE LIFE,
REGENERATE OURSELVES and REGENERATE SOCIETY. The works shown in CAMPIS focus on the first part: REGENERATE LIFE. The festival also includes a side
programme of projects complementing the festival theme, created from various collaborations.",2023.10-2023.11
122,Noorderlicht,2024,DREAMSCAPES,"Be amazed by the dream worlds in DREAMSCAPES. From 18 to 20 January, Kim Hunnersen’s exhibition DREAMSCAPES will be on show during ESNS at Noorderlicht Studio. Kim has a great passion for music and worked for 16 years at Poppodium VERA, where she made posters for the concerts that were printed in VERA’s Artdivision workshop. In her work, she uses photographs as the basis, which she then transforms using collage techniques. The results are imaginative landscapes with a unique signature.
For her collages, Kim uses her own photos of landscapes, travels and anything that inspires her. She combines these with cut-out photographic parts from insect books, books on flora and fauna, the universe and magazines. She then merges the different parts into a new composition with its own story. She does this both on the computer and by hand, cutting and sliding and sometimes using other materials such as ecoline, pastel and paint. Besides music, her sources of inspiration are animals and nature. Fascinated by the colours, shapes and patterns, she takes the viewer into the wonderful new dream worlds that are created. After the design process, the works are screen-printed by hand in small limited editions, built up with different colour layers. The result is a vivid multitude of layers and colours that surprise the viewer. No two prints are exactly the same, making each work unique.

TALENT FROM HERE
Kim Hunnnersen’s exhibition is part of TALENT VAN HIER, a project taking place in cooperation with participating (Visual Arts) partners Kunstpunt, Sign, Het Resort and NP3. With TALENT VAN HIER, presentation spots are created at existing festivals and venues in Groningen. In this way, we use the infrastructure and public familiarity that already exist to offer talents from the region a stage. In this way, we want to work together to make unknown Groningen cultural talent visible and offer it a presentation place.",2024.1
123,Noorderlicht,2023,Pixel Perceptions,"Can you still believe your own eyes? Artificial intelligence (AI) and algorithms are (un)consciously becoming more and more part of our daily lives. The relationship between man and machine is changing, and in the creative industry, it raises questions about the reliability of images. For example, how does AI impact the creative industry? Noorderlicht is exploring that question this autumn with a powerful group exhibition. Pixel Perceptions focuses on AI and the reliability of images. We look at what impact all those algorithms have on our daily lives and the consequences for creators and the creative industry.
From asking ChatGPT to make a shopping list, to generating images that are indistinguishable from real ones. We challenge you to think about the impact of AI on your life. Are you aware of this influence? What ethical dilemmas does it raise? And could we also use AI in a positive and effective way to raise a more inclusive society? Critical thinking is key, but also thinking in terms of possibilities.

Pixel Perceptions is presented in two parts. The main exhibition starts 19 October in the Akerk in Groningen. In Noorderlicht Studio, young and upcoming talent gives its own interpretation of the theme of Pixel Perceptions. Want to know more about the subject in advance? Then listen to our podcast episode Pixel Perceptions! (Dutch spoken) or read the guest blog from Boris Eldagsen.",2023.10-2024.1
124,Noorderlicht,2024,Noorderlicht x Noorderpoort,"Exhibition AI and Gender Identity by Students Noorderpoort Kunst & Multimedia
In collaboration with Noorderpoort, Noorderlicht will present an exhibition by students from the Kunst & Multimedia department. For six weeks, students will work at the Noorderlicht Studio to explore the theme of AI and gender identity/sexuality. AI offers many opportunities but does not always show how diverse our society is. It is often noticed that results on gender are surprisingly stereotypical. By critically examining these results and the lack of representation in AI systems, the students strive to discover and imagine new perspectives.

They will present their insights, creative process, and challenges in a creative final product that will be exhibited in Noorderlicht Studio.",2024.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
